,ID,C‡DIGO,EQUIPAMENTO,RESOLUÄ«O,CAPACIDADE,FABRICANTE,LOCAL,OPERADOR,CRITêRIO DE ACEITAÄ«O,UNIDADE DO CRITERIO DE ACEITAÄ«O,CERTIFICADO,NOMENCLATURA DO RESULTADO,ERRO,INCERTEZA DE MEDIÄ«O,RESULTADO,UNIDADE DO RESULTADO,DATA DA CALIBRAÄ«O,STATUS,PERIODICIDADE
0,1,PRO-067,Micrìmetro Externo Digital,"0,001mm","13 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,09982/22,"Mediá∆o Externa 0,000",0.0,0.002,0.002,mm,2022-03-28 00:00:00,OK,6
1,2,PRO-067,Micrìmetro Externo Digital,"0,001mm","13 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,09982/22,"Mediá∆o Externa 2,500",-0.001,0.002,0.001,mm,2022-03-28 00:00:00,OK,6
2,3,PRO-067,Micrìmetro Externo Digital,"0,001mm","13 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,09982/22,"Mediá∆o Externa 5,100",0.0,0.002,0.002,mm,2022-03-28 00:00:00,OK,6
3,4,PRO-067,Micrìmetro Externo Digital,"0,001mm","13 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,09982/22,"Mediá∆o Externa 7,700",-0.002,0.002,0.0,mm,2022-03-28 00:00:00,OK,6
4,5,PRO-067,Micrìmetro Externo Digital,"0,001mm","13 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,09982/22,"Mediá∆o Externa 10,300",0.001,0.002,0.003,mm,2022-03-28 00:00:00,OK,6
5,6,PRO-067,Micrìmetro Externo Digital,"0,001mm","13 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,09982/22,"Mediá∆o Externa 12,900",-0.001,0.002,0.001,mm,2022-03-28 00:00:00,OK,6
6,7,PRO-067,Micrìmetro Externo Digital,"0,001mm","13 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,09982/22,"Mediá∆o Externa 15,000",0.0,0.002,0.002,mm,2022-03-28 00:00:00,OK,6
7,8,PRO-067,Micrìmetro Externo Digital,"0,001mm","13 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,09982/22,"Mediá∆o Externa 17,600",0.003,0.002,0.005,mm,2022-03-28 00:00:00,OK,6
8,9,PRO-067,Micrìmetro Externo Digital,"0,001mm","13 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,09982/22,"Mediá∆o Externa 20,200",0.0,0.002,0.002,mm,2022-03-28 00:00:00,OK,6
9,10,PRO-067,Micrìmetro Externo Digital,"0,001mm","13 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,09982/22,"Mediá∆o Externa 22,800",0.0,0.002,0.002,mm,2022-03-28 00:00:00,OK,6
10,11,PRO-067,Micrìmetro Externo Digital,"0,001mm","13 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,09982/22,"Mediá∆o Externa 25,000",0.002,0.002,0.004,mm,2022-03-28 00:00:00,OK,6
11,12,PRO-067,Micrìmetro Externo Digital,"0,001mm","13 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.00128,mm,09982/22,Erro de Planeza da Face Fixa,0.00032,0.0003,0.00062,mm,2022-03-28 00:00:00,OK,6
12,13,PRO-067,Micrìmetro Externo Digital,"0,001mm","13 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.00128,mm,09982/22,Erro de Planeza da Face M¢vel,0.00032,0.0003,0.00062,mm,2022-03-28 00:00:00,OK,6
13,14,PRO-067,Micrìmetro Externo Digital,"0,001mm","13 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.00128,mm,09982/22,Erro de Paralelismo das Faces,0.00064,0.0003,0.00094,mm,2022-03-28 00:00:00,OK,6
14,15,PRO-082,Micrìmetro Externo Digital,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,10000/22,"Mediá∆o Externa 0,000",0.0,0.002,0.002,mm,2022-03-28 00:00:00,OK,6
15,16,PRO-082,Micrìmetro Externo Digital,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,10000/22,"Mediá∆o Externa 2,500",0.004,0.002,0.006,mm,2022-03-28 00:00:00,NOK,6
16,17,PRO-082,Micrìmetro Externo Digital,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,10000/22,"Mediá∆o Externa 5,100",0.001,0.002,0.003,mm,2022-03-28 00:00:00,OK,6
17,18,PRO-082,Micrìmetro Externo Digital,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,10000/22,"Mediá∆o Externa 7,700",0.0,0.002,0.002,mm,2022-03-28 00:00:00,OK,6
18,19,PRO-082,Micrìmetro Externo Digital,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,10000/22,"Mediá∆o Externa 10,300",0.0,0.002,0.002,mm,2022-03-28 00:00:00,OK,6
19,20,PRO-082,Micrìmetro Externo Digital,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,10000/22,"Mediá∆o Externa 12,900",0.0,0.002,0.002,mm,2022-03-28 00:00:00,OK,6
20,21,PRO-082,Micrìmetro Externo Digital,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,10000/22,"Mediá∆o Externa 15,000",0.0,0.002,0.002,mm,2022-03-28 00:00:00,OK,6
21,22,PRO-082,Micrìmetro Externo Digital,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,10000/22,"Mediá∆o Externa 17,600",0.001,0.002,0.003,mm,2022-03-28 00:00:00,OK,6
22,23,PRO-082,Micrìmetro Externo Digital,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,10000/22,"Mediá∆o Externa 20,200",0.0,0.002,0.002,mm,2022-03-28 00:00:00,OK,6
23,24,PRO-082,Micrìmetro Externo Digital,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,10000/22,"Mediá∆o Externa 22,800",0.0,0.002,0.002,mm,2022-03-28 00:00:00,OK,6
24,25,PRO-082,Micrìmetro Externo Digital,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,10000/22,"Mediá∆o Externa 25,000",0.0,0.002,0.002,mm,2022-03-28 00:00:00,OK,6
25,26,PRO-082,Micrìmetro Externo Digital,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.00128,mm,10000/22,Erro de Planeza da Face Fixa,0.00032,0.0003,0.00062,mm,2022-03-28 00:00:00,OK,6
26,27,PRO-082,Micrìmetro Externo Digital,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.00128,mm,10000/22,Erro de Planeza da Face M¢vel,0.0,0.0003,0.0003,mm,2022-03-28 00:00:00,OK,6
27,28,PRO-082,Micrìmetro Externo Digital,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.00128,mm,10000/22,Erro de Paralelismo das Faces,0.00032,0.0003,0.00062,mm,2022-03-28 00:00:00,OK,6
28,29,PRO-018,Micrìmetro Externo Digital,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,09985/22,"Mediá∆o Externa 0,000",2.5,0.002,2.502,mm,2022-03-28 00:00:00,NOK,6
29,30,PRO-018,Micrìmetro Externo Digital,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,09985/22,"Mediá∆o Externa 2,500",2.6,0.002,2.602,mm,2022-03-28 00:00:00,NOK,6
30,31,PRO-018,Micrìmetro Externo Digital,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,09985/22,"Mediá∆o Externa 5,100",2.599,0.002,2.601,mm,2022-03-28 00:00:00,NOK,6
31,32,PRO-018,Micrìmetro Externo Digital,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,09985/22,"Mediá∆o Externa 7,700",2.599,0.002,2.601,mm,2022-03-28 00:00:00,NOK,6
32,33,PRO-018,Micrìmetro Externo Digital,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,09985/22,"Mediá∆o Externa 10,300",2.6,0.002,2.602,mm,2022-03-28 00:00:00,NOK,6
33,34,PRO-018,Micrìmetro Externo Digital,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,09985/22,"Mediá∆o Externa 12,900",2.09,0.002,2.0919999999999996,mm,2022-03-28 00:00:00,NOK,6
34,35,PRO-018,Micrìmetro Externo Digital,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,09985/22,"Mediá∆o Externa 15,000",2.6,0.002,2.602,mm,2022-03-28 00:00:00,NOK,6
35,36,PRO-018,Micrìmetro Externo Digital,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,09985/22,"Mediá∆o Externa 17,600",2.6,0.002,2.602,mm,2022-03-28 00:00:00,NOK,6
36,37,PRO-018,Micrìmetro Externo Digital,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,09985/22,"Mediá∆o Externa 20,200",2.6,0.002,2.602,mm,2022-03-28 00:00:00,NOK,6
37,38,PRO-018,Micrìmetro Externo Digital,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,09985/22,"Mediá∆o Externa 22,800",2.2,0.002,2.202,mm,2022-03-28 00:00:00,NOK,6
38,39,PRO-018,Micrìmetro Externo Digital,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,09985/22,"Mediá∆o Externa 25,000",0.0,0.002,0.002,mm,2022-03-28 00:00:00,OK,6
39,40,PRO-018,Micrìmetro Externo Digital,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.00128,mm,09985/22,Erro de Planeza da Face Fixa,0.00032,0.0003,0.00062,mm,2022-03-28 00:00:00,OK,6
40,41,PRO-018,Micrìmetro Externo Digital,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.00128,mm,09985/22,Erro de Planeza da Face M¢vel,0.00064,0.0003,0.00094,mm,2022-03-28 00:00:00,OK,6
41,42,PRO-018,Micrìmetro Externo Digital,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.00128,mm,09985/22,Erro de Paralelismo das Faces,0.00064,0.0003,0.00094,mm,2022-03-28 00:00:00,OK,6
42,43,PRO-066,Micrìmetro Externo Digital,"0,001mm","0 a 30 mm x 0,001 mm",Tesa,o Instalaá‰es do cliente, ,0.005,mm,09986/22,"Mediá∆o Externa 0,000",0.0,0.002,0.002,mm,2022-03-28 00:00:00,OK,6
43,44,PRO-066,Micrìmetro Externo Digital,"0,001mm","0 a 30 mm x 0,001 mm",Tesa,o Instalaá‰es do cliente, ,0.005,mm,09986/22,"Mediá∆o Externa 2,500",0.0,0.002,0.002,mm,2022-03-28 00:00:00,OK,6
44,45,PRO-066,Micrìmetro Externo Digital,"0,001mm","0 a 30 mm x 0,001 mm",Tesa,o Instalaá‰es do cliente, ,0.005,mm,09986/22,"Mediá∆o Externa 5,100",0.0,0.002,0.002,mm,2022-03-28 00:00:00,OK,6
45,46,PRO-066,Micrìmetro Externo Digital,"0,001mm","0 a 30 mm x 0,001 mm",Tesa,o Instalaá‰es do cliente, ,0.005,mm,09986/22,"Mediá∆o Externa 7,700",0.0,0.002,0.002,mm,2022-03-28 00:00:00,OK,6
46,47,PRO-066,Micrìmetro Externo Digital,"0,001mm","0 a 30 mm x 0,001 mm",Tesa,o Instalaá‰es do cliente, ,0.005,mm,09986/22,"Mediá∆o Externa 10,300",0.0,0.002,0.002,mm,2022-03-28 00:00:00,OK,6
47,48,PRO-066,Micrìmetro Externo Digital,"0,001mm","0 a 30 mm x 0,001 mm",Tesa,o Instalaá‰es do cliente, ,0.005,mm,09986/22,"Mediá∆o Externa 12,900",0.0,0.002,0.002,mm,2022-03-28 00:00:00,OK,6
48,49,PRO-066,Micrìmetro Externo Digital,"0,001mm","0 a 30 mm x 0,001 mm",Tesa,o Instalaá‰es do cliente, ,0.005,mm,09986/22,"Mediá∆o Externa 15,000",0.0,0.002,0.002,mm,2022-03-28 00:00:00,OK,6
49,50,PRO-066,Micrìmetro Externo Digital,"0,001mm","0 a 30 mm x 0,001 mm",Tesa,o Instalaá‰es do cliente, ,0.005,mm,09986/22,"Mediá∆o Externa 17,600",0.0,0.002,0.002,mm,2022-03-28 00:00:00,OK,6
50,51,PRO-066,Micrìmetro Externo Digital,"0,001mm","0 a 30 mm x 0,001 mm",Tesa,o Instalaá‰es do cliente, ,0.005,mm,09986/22,"Mediá∆o Externa 20,200",0.0,0.002,0.002,mm,2022-03-28 00:00:00,OK,6
51,52,PRO-066,Micrìmetro Externo Digital,"0,001mm","0 a 30 mm x 0,001 mm",Tesa,o Instalaá‰es do cliente, ,0.005,mm,09986/22,"Mediá∆o Externa 22,800",0.0,0.002,0.002,mm,2022-03-28 00:00:00,OK,6
52,53,PRO-066,Micrìmetro Externo Digital,"0,001mm","0 a 30 mm x 0,001 mm",Tesa,o Instalaá‰es do cliente, ,0.005,mm,09986/22,"Mediá∆o Externa 25,000",0.0,0.002,0.002,mm,2022-03-28 00:00:00,OK,6
53,54,PRO-066,Micrìmetro Externo Digital,"0,001mm","0 a 30 mm x 0,001 mm",Tesa,o Instalaá‰es do cliente, ,0.005,mm,09986/22,"Mediá∆o Externa 30,000",0.0,0.002,0.002,mm,2022-03-28 00:00:00,OK,6
54,55,PRO-066,Micrìmetro Externo Digital,"0,001mm","0 a 30 mm x 0,001 mm",Tesa,o Instalaá‰es do cliente, ,0.00128,mm,09986/22,Erro de Planeza da Face Fixa,0.00032,0.0003,0.00062,mm,2022-03-28 00:00:00,OK,6
55,56,PRO-066,Micrìmetro Externo Digital,"0,001mm","0 a 30 mm x 0,001 mm",Tesa,o Instalaá‰es do cliente, ,0.00128,mm,09986/22,Erro de Planeza da Face M¢vel,0.00032,0.0003,0.00062,mm,2022-03-28 00:00:00,OK,6
56,57,PRO-066,Micrìmetro Externo Digital,"0,001mm","0 a 30 mm x 0,001 mm",Tesa,o Instalaá‰es do cliente, ,0.00128,mm,09986/22,Erro de Paralelismo das Faces,0.00064,0.0003,0.00094,mm,2022-03-28 00:00:00,OK,6
57,58,3E067202,Micrìmetro Externo Digital,"0,001mm","0 a 30 mm x 0,001 mm",Tesa,o Instalaá‰es do cliente, ,0.005,mm,09993/22,"Mediá∆o Externa 0,000",0.0,0.002,0.002,mm,2022-03-28 00:00:00,OK,6
58,59,3E067202,Micrìmetro Externo Digital,"0,001mm","0 a 30 mm x 0,001 mm",Tesa,o Instalaá‰es do cliente, ,0.005,mm,09993/22,"Mediá∆o Externa 2,500",-0.002,0.002,0.0,mm,2022-03-28 00:00:00,OK,6
59,60,3E067202,Micrìmetro Externo Digital,"0,001mm","0 a 30 mm x 0,001 mm",Tesa,o Instalaá‰es do cliente, ,0.005,mm,09993/22,"Mediá∆o Externa 5,100",-0.001,0.002,0.001,mm,2022-03-28 00:00:00,OK,6
60,61,3E067202,Micrìmetro Externo Digital,"0,001mm","0 a 30 mm x 0,001 mm",Tesa,o Instalaá‰es do cliente, ,0.005,mm,09993/22,"Mediá∆o Externa 7,700",-0.004,0.002,-0.002,mm,2022-03-28 00:00:00,OK,6
61,62,3E067202,Micrìmetro Externo Digital,"0,001mm","0 a 30 mm x 0,001 mm",Tesa,o Instalaá‰es do cliente, ,0.005,mm,09993/22,"Mediá∆o Externa 10,300",-0.007,0.002,-0.005,mm,2022-03-28 00:00:00,OK,6
62,63,3E067202,Micrìmetro Externo Digital,"0,001mm","0 a 30 mm x 0,001 mm",Tesa,o Instalaá‰es do cliente, ,0.005,mm,09993/22,"Mediá∆o Externa 12,900",-0.005,0.002,-0.003,mm,2022-03-28 00:00:00,OK,6
63,64,3E067202,Micrìmetro Externo Digital,"0,001mm","0 a 30 mm x 0,001 mm",Tesa,o Instalaá‰es do cliente, ,0.005,mm,09993/22,"Mediá∆o Externa 15,000",-0.003,0.002,-0.001,mm,2022-03-28 00:00:00,OK,6
64,65,3E067202,Micrìmetro Externo Digital,"0,001mm","0 a 30 mm x 0,001 mm",Tesa,o Instalaá‰es do cliente, ,0.005,mm,09993/22,"Mediá∆o Externa 17,600",0.002,0.002,0.004,mm,2022-03-28 00:00:00,OK,6
65,66,3E067202,Micrìmetro Externo Digital,"0,001mm","0 a 30 mm x 0,001 mm",Tesa,o Instalaá‰es do cliente, ,0.005,mm,09993/22,"Mediá∆o Externa 20,200",-0.002,0.002,0.0,mm,2022-03-28 00:00:00,OK,6
66,67,3E067202,Micrìmetro Externo Digital,"0,001mm","0 a 30 mm x 0,001 mm",Tesa,o Instalaá‰es do cliente, ,0.005,mm,09993/22,"Mediá∆o Externa 22,800",-0.002,0.002,0.0,mm,2022-03-28 00:00:00,OK,6
67,68,3E067202,Micrìmetro Externo Digital,"0,001mm","0 a 30 mm x 0,001 mm",Tesa,o Instalaá‰es do cliente, ,0.005,mm,09993/22,"Mediá∆o Externa 25,000",-0.002,0.002,0.0,mm,2022-03-28 00:00:00,OK,6
68,69,3E067202,Micrìmetro Externo Digital,"0,001mm","0 a 30 mm x 0,001 mm",Tesa,o Instalaá‰es do cliente, ,0.005,mm,09993/22,"Mediá∆o Externa 30,000",0.0,0.002,0.002,mm,2022-03-28 00:00:00,OK,6
69,70,3E067202,Micrìmetro Externo Digital,"0,001mm","0 a 30 mm x 0,001 mm",Tesa,o Instalaá‰es do cliente, ,0.00128,mm,09993/22,Erro de Planeza da Face Fixa,0.00032,0.0003,0.00062,mm,2022-03-28 00:00:00,OK,6
70,71,3E067202,Micrìmetro Externo Digital,"0,001mm","0 a 30 mm x 0,001 mm",Tesa,o Instalaá‰es do cliente, ,0.00128,mm,09993/22,Erro de Planeza da Face M¢vel,0.00032,0.0003,0.00062,mm,2022-03-28 00:00:00,OK,6
71,72,3E067202,Micrìmetro Externo Digital,"0,001mm","0 a 30 mm x 0,001 mm",Tesa,o Instalaá‰es do cliente, ,0.00128,mm,09993/22,Erro de Paralelismo das Faces,0.00064,0.0003,0.00094,mm,2022-03-28 00:00:00,OK,6
72,73,MI-36/12,Micrìmetro Externo Digital,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,09999/22,"Mediá∆o Externa 0,000",0.0,0.002,0.002,mm,2022-03-28 00:00:00,OK,6
73,74,MI-36/12,Micrìmetro Externo Digital,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,09999/22,"Mediá∆o Externa 2,500",0.001,0.002,0.003,mm,2022-03-28 00:00:00,OK,6
74,75,MI-36/12,Micrìmetro Externo Digital,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,09999/22,"Mediá∆o Externa 5,100",0.0,0.002,0.002,mm,2022-03-28 00:00:00,OK,6
75,76,MI-36/12,Micrìmetro Externo Digital,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,09999/22,"Mediá∆o Externa 7,700",0.0,0.002,0.002,mm,2022-03-28 00:00:00,OK,6
76,77,MI-36/12,Micrìmetro Externo Digital,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,09999/22,"Mediá∆o Externa 10,300",0.0,0.002,0.002,mm,2022-03-28 00:00:00,OK,6
77,78,MI-36/12,Micrìmetro Externo Digital,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,09999/22,"Mediá∆o Externa 12,900",-0.003,0.002,-0.001,mm,2022-03-28 00:00:00,OK,6
78,79,MI-36/12,Micrìmetro Externo Digital,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,09999/22,"Mediá∆o Externa 15,000",-0.003,0.002,-0.001,mm,2022-03-28 00:00:00,OK,6
79,80,MI-36/12,Micrìmetro Externo Digital,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,09999/22,"Mediá∆o Externa 17,600",-0.001,0.002,0.001,mm,2022-03-28 00:00:00,OK,6
80,81,MI-36/12,Micrìmetro Externo Digital,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,09999/22,"Mediá∆o Externa 20,200",0.0,0.002,0.002,mm,2022-03-28 00:00:00,OK,6
81,82,MI-36/12,Micrìmetro Externo Digital,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,09999/22,"Mediá∆o Externa 22,800",0.0,0.002,0.002,mm,2022-03-28 00:00:00,OK,6
82,83,MI-36/12,Micrìmetro Externo Digital,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,09999/22,"Mediá∆o Externa 25,000",0.0,0.002,0.002,mm,2022-03-28 00:00:00,OK,6
83,84,MI-36/12,Micrìmetro Externo Digital,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.00128,mm,09999/22,Erro de Planeza da Face Fixa,0.0,0.0003,0.0003,mm,2022-03-28 00:00:00,OK,6
84,85,MI-36/12,Micrìmetro Externo Digital,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.00128,mm,09999/22,Erro de Planeza da Face M¢vel,0.00032,0.0003,0.00062,mm,2022-03-28 00:00:00,OK,6
85,86,MI-36/12,Micrìmetro Externo Digital,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.00128,mm,09999/22,Erro de Paralelismo das Faces,0.00032,0.0003,0.00062,mm,2022-03-28 00:00:00,OK,6
86,87,MI-30/11,Micrìmetro Externo Digital,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,09995/22,"Mediá∆o Externa 0,000",0.0,0.002,0.002,mm,2022-03-28 00:00:00,OK,6
87,88,MI-30/11,Micrìmetro Externo Digital,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,09995/22,"Mediá∆o Externa 2,500",0.0,0.002,0.002,mm,2022-03-28 00:00:00,OK,6
88,89,MI-30/11,Micrìmetro Externo Digital,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,09995/22,"Mediá∆o Externa 5,100",0.0,0.002,0.002,mm,2022-03-28 00:00:00,OK,6
89,90,MI-30/11,Micrìmetro Externo Digital,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,09995/22,"Mediá∆o Externa 7,700",0.0,0.002,0.002,mm,2022-03-28 00:00:00,OK,6
90,91,MI-30/11,Micrìmetro Externo Digital,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,09995/22,"Mediá∆o Externa 10,300",0.0,0.002,0.002,mm,2022-03-28 00:00:00,OK,6
91,92,MI-30/11,Micrìmetro Externo Digital,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,09995/22,"Mediá∆o Externa 12,900",0.0,0.002,0.002,mm,2022-03-28 00:00:00,OK,6
92,93,MI-30/11,Micrìmetro Externo Digital,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,09995/22,"Mediá∆o Externa 15,000",0.0,0.002,0.002,mm,2022-03-28 00:00:00,OK,6
93,94,MI-30/11,Micrìmetro Externo Digital,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,09995/22,"Mediá∆o Externa 17,600",0.0,0.002,0.002,mm,2022-03-28 00:00:00,OK,6
94,95,MI-30/11,Micrìmetro Externo Digital,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,09995/22,"Mediá∆o Externa 20,200",0.0,0.002,0.002,mm,2022-03-28 00:00:00,OK,6
95,96,MI-30/11,Micrìmetro Externo Digital,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,09995/22,"Mediá∆o Externa 22,800",-0.001,0.002,0.001,mm,2022-03-28 00:00:00,OK,6
96,97,MI-30/11,Micrìmetro Externo Digital,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,09995/22,"Mediá∆o Externa 25,000",-0.003,0.002,-0.001,mm,2022-03-28 00:00:00,OK,6
97,98,MI-30/11,Micrìmetro Externo Digital,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.00128,mm,09995/22,Erro de Planeza da Face Fixa,0.00032,0.0003,0.00062,mm,2022-03-28 00:00:00,OK,6
98,99,MI-30/11,Micrìmetro Externo Digital,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.00128,mm,09995/22,Erro de Planeza da Face M¢vel,0.0,0.0003,0.0003,mm,2022-03-28 00:00:00,OK,6
99,100,MI-30/11,Micrìmetro Externo Digital,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.00128,mm,09995/22,Erro de Paralelismo das Faces,0.00032,0.0003,0.00062,mm,2022-03-28 00:00:00,OK,6
100,101,MI-33/11,Micrìmetro Externo Digital,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,09997/22,"Mediá∆o Externa 0,000",0.0,0.002,0.002,mm,2022-03-28 00:00:00,OK,6
101,102,MI-33/11,Micrìmetro Externo Digital,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,09997/22,"Mediá∆o Externa 2,500",0.0,0.002,0.002,mm,2022-03-28 00:00:00,OK,6
102,103,MI-33/11,Micrìmetro Externo Digital,"0,001mm","0 a 25 mm x 0,001 mm",Mitutoyo,o Instalaá‰es do cliente, ,0.005,mm,09997/22,"Mediá∆o Externa 5,100",0.002,0.002,0.004,mm,2022-03-28 00:00:00,OK,6
